hhcode,sec,fortnightly,food,s12bq03,s12bq04,s12bq05,s12bq06,s12bq07,s12bq08,Totalincome,Region,Province,hhsize,Real_income,,
31420200211,BSB,1532,39832,2665,31980,2610,31320,35120,35120,138252,rural,KPK,11,43475.4717,,
31420200212,BSB,1124,29224,860,10320,250,3000,3020,3020,45564,rural,KPK,3,14328.30189,,
31420200213,BSB,1520,39520,2380,28560,100,1200,42550,42550,111830,rural,KPK,5,35166.66667,,
31420200214,BSB,2015,52390,5044,60528,710,8520,19850,19850,141288,rural,KPK,5,44430.18868,,
31420200215,BSB,3842,99892,8395,100740,1060,12720,89730,89730,303082,rural,KPK,13,95308.80503,,
31420200216,BSB,2681,69706,3875,46500,2600,31200,35750,35750,183156,rural,KPK,9,57596.22642,,
31420300101,BSB,1287,33462,7976,95712,5060,60720,92150,92150,282044,rural,KPK,15,88693.08176,,
31420300102,BSB,1810,47060,5910,70920,2620,31440,40600,40600,190020,rural,KPK,9,59754.71698,,
31420300103,BSB,1522,39572,4370,52440,1000,12000,13910,13910,117922,rural,KPK,5,37082.38994,,
31420300104,BSB,2045,53170,6780,81360,5400,64800,229430,229430,428760,rural,KPK,12,134830.1887,,
31420300105,BSB,1430,37180,4750,57000,2250,27000,35600,35600,156780,rural,KPK,8,49301.88679,,
31420300106,BSB,1095,28470,3840,46080,2500,30000,43420,43420,147970,rural,KPK,9,46531.44654,,
31420300107,BSB,1735,45110,11190,134280,6800,81600,36970,36970,297960,rural,KPK,8,93698.11321,,
31420300108,BSB,1605,41730,7855,94260,5150,61800,48000,48000,245790,rural,KPK,5,77292.45283,,
31420300109,BSB,2398,62348,6140,73680,2800,33600,39000,39000,208628,rural,KPK,8,65606.28931,,
31420300110,BSB,2190,56940,5120,61440,2350,28200,48200,48200,194780,rural,KPK,7,61251.57233,,
31420300111,BSB,1865,48490,3545,42540,2330,27960,25900,25900,144890,rural,KPK,6,45562.89308,,
31420300112,BSB,690,17940,1470,17640,620,7440,15400,15400,58420,rural,KPK,3,18371.06918,,
31420300113,BSB,1370,35620,4210,50520,700,8400,28420,28420,122960,rural,KPK,7,38666.66667,,
31420300114,BSB,665,17290,612,7344,200,2400,3800,3800,30834,rural,KPK,1,9696.226415,,
31420300115,BSB,1915,49790,5405,64860,15000,180000,153522,153522,448172,rural,KPK,5,140934.5912,,
31420300116,BSB,1355,35230,8300,99600,2850,34200,25670,25670,194700,rural,KPK,7,61226.41509,,
31420300201,BSB,630,16380,4120,49440,1130,13560,18440,18440,97820,rural,KPK,7,30761.00629,,
31420300202,BSB,415,10790,4414,52968,300,3600,13500,13500,80858,rural,KPK,8,25427.04403,,
31420300203,BSB,1125,29250,6656,79872,1230,14760,27305,27305,151187,rural,KPK,8,47543.08176,,
31420300204,BSB,1673,43498,7900,94800,570,6840,28800,28800,173938,rural,KPK,13,54697.48428,,
31420300205,BSB,2363,61438,10425,125100,3050,36600,43850,43850,266988,rural,KPK,11,83958.49057,,
31420300206,BSB,1730,44980,5221,62652,300,3600,14475,14475,125707,rural,KPK,10,39530.50314,,
31420300207,BSB,919,23894,5240,62880,560,6720,17220,17220,110714,rural,KPK,7,34815.72327,,
31420300208,BSB,4620,120120,21718,260616,7170,86040,75765,75765,542541,rural,KPK,24,170610.3774,,
31420300209,BSB,2855,74230,2975,35700,1500,18000,21150,21150,149080,rural,KPK,11,46880.50314,,
31420300210,BSB,1705,44330,3905,46860,4750,57000,79500,79500,227690,rural,KPK,8,71600.62893,,
31420300211,BSB,2710,70460,6569,78828,1800,21600,43080,43080,213968,rural,KPK,7,67285.53459,,
31420300212,BSB,2051,53326,4668,56016,820,9840,28550,28550,147732,rural,KPK,3,46456.60377,,
31420300213,BSB,1240,32240,3270,39240,630,7560,32050,32050,111090,rural,KPK,4,34933.96226,,
31420300214,BSB,1335,34710,6135,73620,6520,78240,52282,52282,238852,rural,KPK,8,75110.69182,,
31420300215,BSB,1075,27950,3960,47520,1820,21840,14550,14550,111860,rural,KPK,8,35176.10063,,
31420300216,BSB,510,13260,3250,39000,500,6000,34600,34600,92860,rural,KPK,5,29201.25786,,
31420400101,BSB,1431,37206,2925,35100,180,2160,19200,19200,93666,rural,KPK,3,29454.71698,,
31420400102,BSB,1070,27820,2969,35628,525,6300,25660,25660,95408,rural,KPK,8,30002.51572,,
31420400103,BSB,2014,52364,3505,42060,600,7200,22000,22000,123624,rural,KPK,2,38875.4717,,
31420400104,BSB,821,21346,4050,48600,400,4800,13640,13640,88386,rural,KPK,2,27794.33962,,
31420400105,BSB,3397,88322,6145,73740,1850,22200,60500,60500,244762,rural,KPK,8,76969.18239,,
31420400106,BSB,2085,54210,6385,76620,2545,30540,43200,43200,204570,rural,KPK,6,64330.18868,,
31420400107,BSB,2040,53040,3490,41880,1445,17340,23230,23230,135490,rural,KPK,5,42606.91824,,
31420400108,BSB,3213,83538,5380,64560,700,8400,58250,58250,214748,rural,KPK,6,67530.81761,,
31420400109,BSB,3250,84500,8255,99060,550,6600,104120,104120,294280,rural,KPK,12,92540.8805,,
31420400110,BSB,2290,59540,4420,53040,2100,25200,39040,39040,176820,rural,KPK,5,55603.77358,,
31420400111,BSB,993,25818,2493,29916,320,3840,7250,7250,66824,rural,KPK,3,21013.83648,,
31420400112,BSB,935,24310,7255,87060,3890,46680,21220,21220,179270,rural,KPK,10,56374.21384,,
31420400113,BSB,945,24570,3020,36240,760,9120,11370,11370,81300,rural,KPK,5,25566.03774,,
31420400114,BSB,7510,195260,13710,164520,3550,42600,97000,97000,499380,rural,KPK,19,157037.7358,,
31420400115,BSB,2285,59410,8170,98040,1600,19200,38050,38050,214700,rural,KPK,9,67515.72327,,
31420400116,BSB,840,21840,2385,28620,600,7200,14200,14200,71860,rural,KPK,7,22597.48428,,
31420400201,BSB,1375,35750,2220,26640,700,8400,15800,15800,86590,rural,KPK,8,27229.55975,,
31420400202,BSB,1025,26650,4050,48600,1230,14760,34520,34520,124530,rural,KPK,5,39160.37736,,
31420400203,BSB,1043,27118,1960,23520,920,11040,19180,19180,80858,rural,KPK,5,25427.04403,,
31420400204,BSB,2955,76830,10655,127860,2830,33960,125590,125590,364240,rural,KPK,24,114540.8805,,
31420400205,BSB,3345,86970,3555,42660,2200,26400,69370,69370,225400,rural,KPK,6,70880.50314,,
31420400206,BSB,1460,37960,5755,69060,3420,41040,66960,66960,215020,rural,KPK,9,67616.3522,,
31420400207,BSB,1605,41730,3455,41460,1300,15600,38650,38650,137440,rural,KPK,12,43220.12579,,
31420400208,BSB,1140,29640,6630,79560,590,7080,24730,24730,141010,rural,KPK,7,44342.7673,,
31420400209,BSB,1332,34632,3910,46920,,,25450,25450,107002,rural,KPK,4,33648.42767,,
31420400210,BSB,1295,33670,2510,30120,945,11340,29500,29500,104630,rural,KPK,5,32902.51572,,
31420400211,BSB,2417,62842,5170,62040,1500,18000,53710,53710,196592,rural,KPK,6,61821.38365,,
31420400212,BSB,2215,57590,5120,61440,500,6000,60450,60450,185480,rural,KPK,4,58327.04403,,
31420400213,BSB,1637,42562,6035,72420,950,11400,28900,28900,155282,rural,KPK,6,48830.81761,,
31420400214,BSB,2890,75140,7785,93420,4350,52200,84550,84550,305310,rural,KPK,6,96009.43396,,
31420400215,BSB,1030,26780,3030,36360,1300,15600,38680,38680,117420,rural,KPK,9,36924.5283,,
31420400216,BSB,1199,31174,6795,81540,1490,17880,43950,43950,174544,rural,KPK,6,54888.05031,,
31520100101,BSB,1790,46540,8460,101520,1260,15120,68420,68420,231600,rural,KPK,20,72830.18868,,
31520100102,BSB,5125,133250,12295,147540,2200,26400,34870,34870,342060,rural,KPK,17,107566.0377,,
31520100103,BSB,1607,41782,4705,56460,2850,34200,25070,25070,157512,rural,KPK,6,49532.07547,,
31520100104,BSB,835,21710,3315,39780,600,7200,16500,16500,85190,rural,KPK,5,26789.30818,,
31520100105,BSB,419,10894,3530,42360,300,3600,39450,39450,96304,rural,KPK,7,30284.27673,,
31520100106,BSB,2335,60710,5420,65040,600,7200,24500,24500,157450,rural,KPK,12,49512.57862,,
31520100107,BSB,1470,38220,5480,65760,1850,22200,32100,32100,158280,rural,KPK,7,49773.58491,,
31520100108,BSB,1567,40742,3390,40680,1500,18000,19150,19150,118572,rural,KPK,9,37286.79245,,
31520100109,BSB,2025,52650,4440,53280,2210,26520,22570,22570,155020,rural,KPK,7,48748.42767,,
31520100110,BSB,3270,85020,7130,85560,2380,28560,64138,64138,263278,rural,KPK,8,82791.8239,,
31520100111,BSB,5980,155480,13600,163200,6800,81600,99350,99350,499630,rural,KPK,25,157116.3522,,
31520100112,BSB,862,22412,2895,34740,1500,18000,18100,18100,93252,rural,KPK,3,29324.5283,,
31520100113,BSB,1150,29900,5325,63900,590,7080,18600,18600,119480,rural,KPK,7,37572.32704,,
31520100114,BSB,633,16458,4655,55860,690,8280,15720,15720,96318,rural,KPK,7,30288.67925,,
31520100115,BSB,1437,37362,3815,45780,600,7200,101000,101000,191342,rural,KPK,8,60170.44025,,
31520100116,BSB,883,22958,4045,48540,1080,12960,15890,15890,100348,rural,KPK,8,31555.97484,,
31520200101,BSB,3320,86320,3715,44580,700,8400,80050,80050,219350,rural,KPK,4,68977.98742,,
31520200102,BSB,1835,47710,5590,67080,880,10560,15500,15500,140850,rural,KPK,10,44292.45283,,
31520200103,BSB,2685,69810,5539,66468,4370,52440,59120,59120,247838,rural,KPK,10,77936.47799,,
31520200104,BSB,980,25480,5530,66360,1070,12840,21600,21600,126280,rural,KPK,7,39710.69182,,
31520200105,BSB,4605,119730,8340,100080,2100,25200,115290,115290,360300,rural,KPK,12,113301.8868,,
31520200106,BSB,2665,69290,6790,81480,2710,32520,60050,60050,243340,rural,KPK,7,76522.01258,,
31520200107,BSB,3368,87568,4510,54120,5670,68040,104420,104420,314148,rural,KPK,10,98788.67925,,
31520200108,BSB,2298,59748,4765,57180,4500,54000,51170,51170,222098,rural,KPK,6,69842.13836,,
31520200109,BSB,2495,64870,4870,58440,940,11280,18860,18860,153450,rural,KPK,9,48254.71698,,
31520200110,BSB,1795,46670,5085,61020,735,8820,19250,19250,135760,rural,KPK,6,42691.8239,,
31520200111,BSB,1370,35620,3830,45960,1700,20400,20285,20285,122265,rural,KPK,4,38448.11321,,
31520200112,BSB,7035,182910,14131,169572,6650,79800,74720,74720,507002,rural,KPK,21,159434.5912,,
31520200113,BSB,5680,147680,11060,132720,2170,26040,41520,41520,347960,rural,KPK,23,109421.3836,,
31520200114,BSB,1765,45890,3424,41088,1270,15240,12630,12630,114848,rural,KPK,5,36115.72327,,
31520200115,BSB,890,23140,4757,57084,750,9000,11200,11200,100424,rural,KPK,7,31579.87421,,
31520200116,BSB,1435,37310,2784,33408,2170,26040,21450,21450,118208,rural,KPK,6,37172.32704,,
31520300101,BSB,1280,33280,4110,49320,300,3600,21415,21415,107615,rural,KPK,5,33841.19497,,
31520300102,BSB,447,11622,2050,24600,300,3600,11980,11980,51802,rural,KPK,1,16289.93711,,
31520300103,BSB,1065,27690,3760,45120,420,5040,15230,15230,93080,rural,KPK,4,29270.44025,,
31520300104,BSB,2710,70460,6190,74280,2100,25200,44500,44500,214440,rural,KPK,8,67433.96226,,
31520300105,BSB,1190,30940,3180,38160,600,7200,41200,41200,117500,rural,KPK,6,36949.68553,,
31520300106,BSB,1465,38090,7715,92580,3200,38400,53950,53950,223020,rural,KPK,12,70132.07547,,
31520300107,BSB,1545,40170,3430,41160,1390,16680,14330,14330,112340,rural,KPK,4,35327.04403,,
31520300108,BSB,1225,31850,5560,66720,1790,21480,26034,26034,146084,rural,KPK,14,45938.36478,,
31520300109,BSB,2041,53066,4020,48240,1100,13200,49900,49900,164406,rural,KPK,5,51700,,
31520300110,BSB,2413,62738,3580,42960,650,7800,26300,26300,139798,rural,KPK,2,43961.63522,,
31520300111,BSB,1931,50206,3870,46440,890,10680,23000,23000,130326,rural,KPK,6,40983.01887,,
31520300112,BSB,6001,156026,14120,169440,3000,36000,57000,57000,418466,rural,KPK,16,131593.0818,,
31520300113,BSB,1770,46020,4340,52080,500,6000,41930,41930,146030,rural,KPK,8,45921.38365,,
31520300114,BSB,1918,49868,3450,41400,640,7680,22400,22400,121348,rural,KPK,4,38159.74843,,
31520300115,BSB,1958,50908,2920,35040,895,10740,19650,19650,116338,rural,KPK,8,36584.27673,,
31520300116,BSB,2995,77870,3920,47040,2000,24000,33300,33300,182210,rural,KPK,9,57298.74214,,
31520400101,BSB,1561,40586,6825,81900,1000,12000,50150,50150,184636,rural,KPK,8,58061.63522,,
31520400102,BSB,1326,34476,3538,42456,1595,19140,35130,35130,131202,rural,KPK,6,41258.49057,,
31520400103,BSB,2225,57850,7125,85500,1700,20400,61500,61500,225250,rural,KPK,11,70833.33333,,
31520400104,BSB,2294,59644,3648,43776,1400,16800,29750,29750,149970,rural,KPK,5,47160.37736,,
31520400105,BSB,1461,37986,2995,35940,300,3600,7700,7700,85226,rural,KPK,3,26800.62893,,
31520400106,BSB,2318,60268,8209,98508,1160,13920,41350,41350,214046,rural,KPK,10,67310.06289,,
31520400107,BSB,2773,72098,5070,60840,1230,14760,29250,29250,176948,rural,KPK,7,55644.02516,,
31520400108,BSB,3110,80860,5007,60084,2475,29700,27600,27600,198244,rural,KPK,7,62340.8805,,
31520400109,BSB,1540,40040,6151,73812,1630,19560,30190,30190,163602,rural,KPK,10,51447.16981,,
31520400110,BSB,941,24466,2993,35916,830,9960,21340,21340,91682,rural,KPK,6,28830.81761,,
31520400111,BSB,1300,33800,6065,72780,2450,29400,32020,32020,168000,rural,KPK,10,52830.18868,,
31520400112,BSB,1230,31980,5885,70620,700,8400,32210,32210,143210,rural,KPK,6,45034.59119,,
31520400113,BSB,2100,54600,8865,106380,1710,20520,48100,48100,229600,rural,KPK,12,72201.25786,,
31520400114,BSB,1375,35750,2765,33180,1700,20400,44350,44350,133680,rural,KPK,6,42037.73585,,
31520400115,BSB,1345,34970,6110,73320,500,6000,32850,32850,147140,rural,KPK,9,46270.44025,,
31520400116,BSB,955,24830,4545,54540,620,7440,69550,69550,156360,rural,KPK,3,49169.81132,,
31620100101,BSB,1857,48282,3618,43416,680,8160,17270,17270,117128,rural,KPK,4,36832.7044,,
31620100102,BSB,925,24050,3540,42480,520,6240,13690,13690,86460,rural,KPK,6,27188.67925,,
31620100103,BSB,976,25376,2462,29544,1685,20220,11340,11340,86480,rural,KPK,4,27194.96855,,
31620100104,BSB,1822,47372,3687,44244,1400,16800,24520,24520,132936,rural,KPK,4,41803.77358,,
31620100105,BSB,1371,35646,4518,54216,700,8400,25270,25270,123532,rural,KPK,7,38846.54088,,
31620100106,BSB,4476,116376,5500,66000,1900,22800,59835,59835,265011,rural,KPK,11,83336.79245,,
31620100107,BSB,3053,79378,4490,53880,3060,36720,38585,38585,208563,rural,KPK,6,65585.84906,,
31620100108,BSB,1229,31954,4645,55740,1680,20160,50100,50100,157954,rural,KPK,7,49671.06918,,
31620100109,BSB,1700,44200,6660,79920,2490,29880,27680,27680,181680,rural,KPK,12,57132.07547,,
31620100110,BSB,3829,99554,7902,94824,1500,18000,48700,48700,261078,rural,KPK,10,82100,,
31620100111,BSB,1087,28262,4810,57720,1400,16800,32350,32350,135132,rural,KPK,9,42494.33962,,
31620100112,BSB,3487,90662,9315,111780,5350,64200,60860,60860,327502,rural,KPK,10,102988.0503,,
31620100113,BSB,1391,36166,5368,64416,850,10200,49900,49900,160682,rural,KPK,8,50528.93082,,
31620100114,BSB,4968,129168,12823,153876,5140,61680,63140,63140,407864,rural,KPK,11,128259.1195,,
31620100115,BSB,1632,42432,5000,60000,770,9240,18560,18560,130232,rural,KPK,4,40953.45912,,
31620100116,BSB,1159,30134,2185,26220,1250,15000,15260,15260,86614,rural,KPK,4,27237.10692,,
31620100201,BSB,1470,38220,4313,51756,350,4200,18250,18250,112426,rural,KPK,3,35354.08805,,
31620100202,BSB,995,25870,6007,72084,930,11160,22045,22045,131159,rural,KPK,7,41244.96855,,
31620100203,BSB,1409,36634,6577,78924,1000,12000,20430,20430,147988,rural,KPK,7,46537.10692,,
31620100204,BSB,805,20930,3378,40536,200,2400,14700,14700,78566,rural,KPK,9,24706.28931,,
31620100205,BSB,1210,31460,3927,47124,785,9420,15065,15065,103069,rural,KPK,3,32411.63522,,
31620100206,BSB,1973,51298,7290,87480,870,10440,27780,27780,176998,rural,KPK,9,55659.74843,,
31620100207,BSB,2389,62114,4925,59100,800,9600,22090,22090,152904,rural,KPK,2,48083.01887,,
31620100208,BSB,642,16692,3932,47184,420,5040,24555,24555,93471,rural,KPK,5,29393.39623,,
31620100209,BSB,2455,63830,6239,74868,700,8400,26725,26725,173823,rural,KPK,7,54661.32075,,
31620100210,BSB,1839,47814,4735,56820,920,11040,27830,27830,143504,rural,KPK,7,45127.04403,,
31620100211,BSB,2124,55224,4050,48600,780,9360,30720,30720,143904,rural,KPK,5,45252.83019,,
31620100212,BSB,1300,33800,4045,48540,1400,16800,51725,51725,150865,rural,KPK,3,47441.8239,,
31620100213,BSB,1280,33280,6010,72120,800,9600,60500,60500,175500,rural,KPK,9,55188.67925,,
31620100214,BSB,1968,51168,3610,43320,2200,26400,26010,26010,146898,rural,KPK,5,46194.33962,,
31620100215,BSB,1365,35490,5062,60744,790,9480,19890,19890,125604,rural,KPK,3,39498.11321,,
31620100216,BSB,1565,40690,5770,69240,650,7800,84710,84710,202440,rural,KPK,5,63660.37736,,
31620200101,BSB,1400,36400,3242,38904,400,4800,26660,26660,106764,rural,KPK,9,33573.58491,,
31620200102,BSB,1523,39598,4900,58800,880,10560,26690,26690,135648,rural,KPK,6,42656.60377,,
31620200103,BSB,3535,91910,6025,72300,3600,43200,58810,58810,266220,rural,KPK,9,83716.98113,,
31620200104,BSB,1970,51220,5810,69720,2300,27600,34470,34470,183010,rural,KPK,9,57550.31447,,
31620200105,BSB,1778,46228,5115,61380,1300,15600,30530,30530,153738,rural,KPK,6,48345.28302,,
31620200106,BSB,1410,36660,4393,52716,1310,15720,15450,15450,120546,rural,KPK,4,37907.54717,,
31620200107,BSB,1227,31902,2770,33240,1900,22800,30260,30260,118202,rural,KPK,6,37170.44025,,
31620200108,BSB,1248,32448,4320,51840,1330,15960,19350,19350,119598,rural,KPK,10,37609.43396,,
31620200109,BSB,1090,28340,3517,42204,840,10080,76020,76020,156644,rural,KPK,7,49259.1195,,
31620200110,BSB,3640,94640,7760,93120,2300,27600,42060,42060,257420,rural,KPK,12,80949.68553,,
31620200111,BSB,1037,26962,3592,43104,2200,26400,26320,26320,122786,rural,KPK,6,38611.94969,,
31620200112,BSB,773,20098,1638,19656,1300,15600,8940,8940,64294,rural,KPK,3,20218.23899,,
31620200113,BSB,1288,33488,4855,58260,550,6600,18150,18150,116498,rural,KPK,7,36634.59119,,
31620200114,BSB,1036,26936,3335,40020,980,11760,28570,28570,107286,rural,KPK,6,33737.73585,,
31620200115,BSB,2494,64844,5732,68784,1260,15120,37540,37540,186288,rural,KPK,9,58581.13208,,
31620200116,BSB,1862,48412,5100,61200,3700,44400,33445,33445,187457,rural,KPK,11,58948.74214,,
31620200201,BSB,2838,73788,8528,102336,1290,15480,38910,38910,230514,rural,KPK,12,72488.67925,,
31620200202,BSB,684,17784,2860,34320,210,2520,7580,7580,62204,rural,KPK,6,19561.00629,,
31620200203,BSB,2471,64246,6630,79560,1620,19440,21960,21960,185206,rural,KPK,10,58240.8805,,
31620200204,BSB,1767,45942,3618,43416,1100,13200,22160,22160,124718,rural,KPK,4,39219.49686,,
31620200205,BSB,1232,32032,5534,66408,670,8040,20220,20220,126700,rural,KPK,8,39842.7673,,
31620200206,BSB,1103,28678,5425,65100,800,9600,32230,32230,135608,rural,KPK,9,42644.02516,,
31620200207,BSB,1985,51610,4738,56856,1090,13080,41970,41970,163516,rural,KPK,10,51420.12579,,
31620200208,BSB,1632,42432,5450,65400,1900,22800,29150,29150,159782,rural,KPK,7,50245.91195,,
31620200209,BSB,1478,38428,4328,51936,1540,18480,58980,58980,167824,rural,KPK,11,52774.84277,,
31620200210,BSB,1387,36062,3424,41088,1030,12360,96060,96060,185570,rural,KPK,6,58355.34591,,
31620200211,BSB,1086,28236,4255,51060,220,2640,8770,8770,90706,rural,KPK,5,28523.89937,,
31620200212,BSB,1360,35360,6125,73500,680,8160,19710,19710,136730,rural,KPK,10,42996.85535,,
31620200213,BSB,960,24960,3073,36876,650,7800,23735,23735,93371,rural,KPK,5,29361.94969,,
31620200214,BSB,2060,53560,7488,89856,1620,19440,109875,109875,272731,rural,KPK,12,85764.46541,,
31620200215,BSB,1594,41444,5218,62616,800,9600,36650,36650,150310,rural,KPK,11,47267.2956,,
31620200216,BSB,1824,47424,5715,68580,780,9360,108610,108610,233974,rural,KPK,8,73576.72956,,
31620300101,BSB,1993,51818,4667,56004,860,10320,38190,38190,156332,rural,KPK,5,49161.00629,,
31620300102,BSB,1447,37622,6679,80148,1700,20400,38420,38420,176590,rural,KPK,8,55531.44654,,
31620300103,BSB,1217,31642,5942,71304,800,9600,48090,48090,160636,rural,KPK,10,50514.46541,,
31620300104,BSB,1280,33280,7717,92604,2750,33000,24370,24370,183254,rural,KPK,7,57627.04403,,
31620300105,BSB,1424,37024,5963,71556,800,9600,38900,38900,157080,rural,KPK,6,49396.22642,,
31620300106,BSB,1734,45084,6964,83568,1100,13200,37610,37610,179462,rural,KPK,4,56434.59119,,
31620300107,BSB,2414,62764,9077,108924,4800,57600,62440,62440,291728,rural,KPK,15,91738.36478,,
31620300108,BSB,1118,29068,6469,77628,1150,13800,45355,45355,165851,rural,KPK,7,52154.40252,,
31620300109,BSB,2226,57876,7040,84480,1500,18000,34085,34085,194441,rural,KPK,6,61144.96855,,
31620300110,BSB,1350,35100,6102,73224,1050,12600,30960,30960,151884,rural,KPK,9,47762.26415,,
31620300111,BSB,1037,26962,4915,58980,1200,14400,26055,26055,126397,rural,KPK,7,39747.48428,,
31620300112,BSB,2461,63986,6724,80688,1300,15600,44160,44160,204434,rural,KPK,12,64287.42138,,
31620300113,BSB,1844,47944,7668,92016,1000,12000,68260,68260,220220,rural,KPK,9,69251.57233,,
31620300114,BSB,2085,54210,5827,69924,3800,45600,79540,79540,249274,rural,KPK,11,78388.05031,,
31620300115,BSB,1477,38402,5647,67764,800,9600,20120,20120,135886,rural,KPK,6,42731.44654,,
31620300116,BSB,1900,49400,6212,74544,1977,23724,42060,42060,189728,rural,KPK,7,59662.89308,,
31620300201,BSB,1794,46644,6837,82044,1280,15360,32510,32510,176558,rural,KPK,6,55521.38365,,
31620300202,BSB,2563,66638,9773,117276,2500,30000,55570,55570,269484,rural,KPK,9,84743.39623,,
31620300203,BSB,485,12610,2353,28236,320,3840,7990,7990,52676,rural,KPK,3,16564.77987,,
31620300204,BSB,2511,65286,5857,70284,2890,34680,31055,31055,201305,rural,KPK,6,63303.45912,,
31620300205,BSB,2399,62374,8109,97308,1050,12600,42400,42400,214682,rural,KPK,9,67510.06289,,
31620300206,BSB,1003,26078,5741,68892,820,9840,43175,43175,147985,rural,KPK,8,46536.16352,,
31620300207,BSB,1642,42692,5823,69876,1070,12840,27840,27840,153248,rural,KPK,7,48191.19497,,
31620300208,BSB,2348,61048,10475,125700,1250,15000,33955,33955,235703,rural,KPK,10,74120.44025,,
31620300209,BSB,1351,35126,3343,40116,2300,27600,15110,15110,117952,rural,KPK,3,37091.8239,,
31620300210,BSB,915,23790,6389,76668,830,9960,23400,23400,133818,rural,KPK,7,42081.13208,,
31620300211,BSB,2597,67522,8706,104472,1850,22200,36255,36255,230449,rural,KPK,8,72468.23899,,
31620300212,BSB,1594,41444,4426,53112,1900,22800,17950,17950,135306,rural,KPK,6,42549.0566,,
31620300213,BSB,1109,28834,2973,35676,900,10800,14460,14460,89770,rural,KPK,3,28229.55975,,
31620300214,BSB,4853,126178,12453,149436,1600,19200,30700,30700,325514,rural,KPK,8,102362.8931,,
31620300215,BSB,2702,70252,7045,84540,2200,26400,32310,32310,213502,rural,KPK,10,67138.99371,,
31620300216,BSB,944,24544,5068,60816,350,4200,15470,15470,105030,rural,KPK,8,33028.30189,,
31620400101,BSB,5109,132834,10048,120576,3150,37800,62430,62430,353640,rural,KPK,11,111207.5472,,
31620400102,BSB,1055,27430,4863,58356,880,10560,20220,20220,116566,rural,KPK,8,36655.97484,,
31620400103,BSB,1882,48932,5540,66480,1230,14760,51280,51280,181452,rural,KPK,6,57060.37736,,
31620400104,BSB,1477,38402,6691,80292,1750,21000,37865,37865,177559,rural,KPK,8,55836.16352,,
31620400105,BSB,971,25246,3723,44676,1350,16200,40275,40275,126397,rural,KPK,8,39747.48428,,
31620400106,BSB,1337,34762,3371,40452,850,10200,25920,25920,111334,rural,KPK,4,35010.69182,,
31620400107,BSB,4515,117390,11744,140928,4300,51600,77460,77460,387378,rural,KPK,12,121816.9811,,
31620400108,BSB,946,24596,5188,62256,2550,30600,26370,26370,143822,rural,KPK,5,45227.04403,,
31620400109,BSB,1410,36660,6208,74496,1350,16200,34720,34720,162076,rural,KPK,6,50967.2956,,
31620400110,BSB,1253,32578,8248,98976,2330,27960,934260,934260,1093774,rural,KPK,11,343954.0881,,
31620400111,BSB,3841,99866,9000,108000,3450,41400,174045,174045,423311,rural,KPK,16,133116.6667,,
31620400112,BSB,1522,39572,7150,85800,2280,27360,36040,36040,188772,rural,KPK,6,59362.26415,,
31620400113,BSB,1456,37856,5875,70500,500,6000,19030,19030,133386,rural,KPK,11,41945.28302,,
31620400114,BSB,741,19266,3390,40680,600,7200,15765,15765,82911,rural,KPK,4,26072.64151,,
31620400115,BSB,1548,40248,8455,101460,3580,42960,65990,65990,250658,rural,KPK,6,78823.27044,,
31620400116,BSB,2070,53820,5985,71820,1100,13200,36850,36850,175690,rural,KPK,4,55248.42767,,
31620400201,BSB,1062,27612,4513,54156,800,9600,38480,38480,129848,rural,KPK,4,40832.7044,,
31620400202,BSB,1886,49036,7195,86340,1150,13800,24420,24420,173596,rural,KPK,8,54589.93711,,
31620400203,BSB,2452,63752,8450,101400,1200,14400,17820,17820,197372,rural,KPK,9,62066.66667,,
31620400204,BSB,1722,44772,6710,80520,1250,15000,41500,41500,181792,rural,KPK,6,57167.2956,,
31620400205,BSB,1112,28912,4777,57324,730,8760,30700,30700,125696,rural,KPK,6,39527.04403,,
31620400206,BSB,1580,41080,6218,74616,1680,20160,327070,327070,462926,rural,KPK,2,145574.2138,,
31620400207,BSB,1621,42146,4704,56448,970,11640,27635,27635,137869,rural,KPK,4,43355.03145,,
31620400208,BSB,2013,52338,6465,77580,830,9960,302995,302995,442873,rural,KPK,7,139268.239,,
31620400209,BSB,3667,95342,7460,89520,1650,19800,43480,43480,248142,rural,KPK,8,78032.07547,,
31620400210,BSB,1136,29536,4075,48900,1100,13200,130930,130930,222566,rural,KPK,4,69989.30818,,
31620400211,BSB,777,20202,2743,32916,400,4800,21650,21650,79568,rural,KPK,3,25021.38365,,
31620400212,BSB,1580,41080,7690,92280,2700,32400,29230,29230,194990,rural,KPK,5,61317.61006,,
31620400213,BSB,1435,37310,6730,80760,780,9360,39850,39850,167280,rural,KPK,10,52603.77358,,
31620400214,BSB,1168,30368,4690,56280,600,7200,85000,85000,178848,rural,KPK,6,56241.50943,,
31620400215,BSB,1394,36244,5508,66096,3050,36600,57320,57320,196260,rural,KPK,9,61716.98113,,
31620400216,BSB,5125,133250,11275,135300,4500,54000,216050,216050,538600,rural,KPK,16,169371.0692,,
31720100101,BSB,3740,97240,10935,131220,3600,43200,154240,154240,425900,rural,KPK,15,133930.8176,,
31720100102,BSB,1870,48620,4482,53784,900,10800,14770,14770,127974,rural,KPK,5,40243.39623,,
31720100103,BSB,1558,40508,1988,23856,270,3240,37530,37530,105134,rural,KPK,1,33061.00629,,
